Identifiant du lieu;Année du tournage;Type de tournage;Titre;Réalisateur;Producteur;Localisation de la scène;Code postal;Date de début;Date de fin;Coordonnée en X;Coordonnée en Y;geo_shape;geo_point_2d
2022-69;2022;Long métrage;Be You;Maïmouna Doucouré;Black Queen;quai de l'hôtel de ville, 75004 paris;75004;2022-02-04;2022-02-04;652495.9774;6861889.8452;"{""coordinates"": [2.35258359810279, 48.85529428989187], ""type"": ""Point""}";48.85529428989187, 2.35258359810279
2022-75;2022;Long métrage;Karma;Julien PAOLINI;Cousines et Dépendances;78 rue myrha, 75018 paris;75018;2022-02-12;2022-02-12;652336.46;6865381.122;"{""coordinates"": [2.350018027651391, 48.88667881903892], ""type"": ""Point""}";48.88667881903892, 2.350018027651391
2022-103;2022;Long métrage;Karma;Julien PAOLINI;Cousines et Dépendances;4 rue de panama, 75018 paris;75018;2022-02-17;2022-02-17;652558.172;6865492.431;"{""coordinates"": [2.353028915405814, 48.88769615688047], ""type"": ""Point""}";48.88769615688047, 2.353028915405814
2022-130;2022;Long métrage;Murder Mystery 2;JEREMY GARELICK;Mystery Productions;23 rue taitbout, 75009 paris;75009;2022-02-24;2022-02-27;651241.495;6863883.196;"{""coordinates"": [2.3352587789783734, 48.87312643249237], ""type"": ""Point""}";48.87312643249237, 2.3352587789783734
2022-167;2022;Série Web;caro nostra;Antoine Besse;ELEPHANT STORY;112 rue championnet, 75018 paris;75018;2022-03-08;2022-03-11;651590.591;6866404.435;"{""coordinates"": [2.3397304873246285, 48.895825431418466], ""type"": ""Point""}";48.895825431418466, 2.3397304873246285
2022-200;2022;Long métrage;MURDER MYSTERY 2;JEREMY GARELICK;MYSTERY PRODUCTIONS;30 rue de la butte aux cailles, 75013 paris;75013;2022-03-22;2022-03-24;652264.717;6858830.586;"{""coordinates"": [2.3497752925316946, 48.82776519991365], ""type"": ""Point""}";48.82776519991365, 2.3497752925316946
2022-216;2022;Série TV;BARDOT;Danièle et Christopher Thompson;Fédération Entertainment;1 rue du jourdain, 75020 paris;75020;2022-03-22;2022-03-24;655211.67;6863939.766;"{""coordinates"": [2.389377302715074, 48.87392348836606], ""type"": ""Point""}";48.87392348836606, 2.389377302715074
2022-219;2022;Téléfilm;BALTHAZAR 33 à 35;FRANCK BRETT;BEAUBOURG STORIES;7 rue de la butte aux cailles, 75013 paris;75013;2022-03-08;2022-03-08;652348.244;6858833.94;"{""coordinates"": [2.350912626184345, 48.82780154321028], ""type"": ""Point""}";48.82780154321028, 2.350912626184345
2022-223;2022;Série TV;BARDOT;Danièle et Christopher Thompson;Fédération Entertainment;11 rue edmond valentin, 75007 paris;75007;2022-03-23;2022-03-25;648759.687;6862401.349;"{""coordinates"": [2.3016038515630712, 48.85960783911487], ""type"": ""Point""}";48.85960783911487, 2.3016038515630712
2018-212;2018;Long métrage;L'Enfant Roi;Antoine DE BARY;ICONOCLAST FILMS;1 boulevard de belleville, 75011 paris;75011;2018-02-26;2018-02-27;2.38250439;48.86730571;"{""coordinates"": [2.3825043896051796, 48.86730571394912], ""type"": ""Point""}";48.86730571394912, 2.3825043896051796
2018-214;2018;Long métrage;L'Enfant Roi;Antoine DE BARY;ICONOCLAST FILMS;51 rue réaumur, 75002 paris;75002;2018-02-27;2018-02-28;2.35216721;48.86620898;"{""coordinates"": [2.3521672116828793, 48.86620898367418], ""type"": ""Point""}";48.86620898367418, 2.3521672116828793
2018-219;2018;Long métrage;ZONE FRANCHE;Monsieur Mohamed Hamidi;ADNP QUAD FILMS;5 rue de chantilly, 75009 paris;75009;2018-02-27;2018-02-28;2.34695143;48.87838549;"{""coordinates"": [2.3469514304812877, 48.87838548548873], ""type"": ""Point""}";48.87838548548873, 2.3469514304812877
2017-1038;2017;Série TV;New Horizon (additif 2);;Comme une image;pont neuf, 75001 paris;75001;2017-11-25;2017-11-25;2.34248745;48.85849331;"{""coordinates"": [2.342487451056846, 48.85849330754624], ""type"": ""Point""}";48.85849330754624, 2.342487451056846
2017-1041;2017;Long métrage;MADE IN CHINA;Julien ABRAHAM;MONTAUK FILMS;27 rue du buisson saint-louis, 75010 paris;75010;2017-12-05;2017-12-05;2.37461107;48.87322794;"{""coordinates"": [2.3746110688884214, 48.873227934976455], ""type"": ""Point""}";48.873227934976455, 2.3746110688884214
2017-1050;2017;Long métrage;Les Joueurs;Marie Monge;The Film;51 rue du faubourg saint-denis, 75010 paris;75010;2017-11-28;2017-11-28;2.35364689;48.87179623;"{""coordinates"": [2.353646885250493, 48.87179622525425], ""type"": ""Point""}";48.87179622525425, 2.353646885250493
2017-1372;2017;Série TV;CLEM saison 8;Elsa BENNETT et Hippolyte DARD;Merlin Productions;25 rue bouchardon, 75010 paris;75010;2017-06-28;2017-06-29;2.35787616;48.870954;"{""coordinates"": [2.3578761556913035, 48.870954004052045], ""type"": ""Point""}";48.870954004052045, 2.3578761556913035
2017-235;2017;Long métrage;Jean-François;Sergi Portabella;Surprise Alley;pont saint-louis, 75004 paris;75004;2017-04-10;2017-04-10;2.35230612;48.85266597;"{""coordinates"": [2.3523061234219385, 48.85266596442353], ""type"": ""Point""}";48.85266596442353, 2.3523061234219385
2017-256;2017;Long métrage;Un cadeau du ciel;;Légendaire;20 rue du temple, 75004 paris;75004;2017-03-29;2017-03-30;2.35359686;48.85869705;"{""coordinates"": [2.353596860505126, 48.858697045421096], ""type"": ""Point""}";48.858697045421096, 2.353596860505126
2017-128;2017;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;18 place de la république, 75010 paris;75010;2017-03-10;2017-03-10;2.36283072;48.86796292;"{""coordinates"": [2.362830719160753, 48.86796291717312], ""type"": ""Point""}";48.86796291717312, 2.362830719160753
2017-135;2017;Long métrage;GARDE ALTERNEE;ALEXANDRA LECLERE;PAN EUROPEENNE;place saint-sulpice, 75006 paris;75006;2017-03-24;2017-03-24;2.33275721;48.85053662;"{""coordinates"": [2.3327572132190437, 48.85053662083155], ""type"": ""Point""}";48.85053662083155, 2.3327572132190437
2017-964;2017;Long métrage;E-book;Olivier ASSAYAS;CG CINEMA;4 rue saint-benoît, 75006 paris;75006;2017-11-20;2017-11-20;2.33328074;48.85546505;"{""coordinates"": [2.3332807355501055, 48.855465050546194], ""type"": ""Point""}";48.855465050546194, 2.3332807355501055
2018-485;2018;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;9 avenue hoche, 75008 paris;75008;2018-04-24;2018-04-25;2.30375968;48.8772123;"{""coordinates"": [2.30375967881294, 48.87721229780743], ""type"": ""Point""}";48.87721229780743, 2.30375967881294
2018-509;2018;Série TV;EGLANDINE;FLO BER;STUDIO BAGEL;172 rue du temple, 75003 paris;75003;2018-04-26;2018-04-27;2.36196832;48.86657274;"{""coordinates"": [2.361968315057228, 48.86657273439777], ""type"": ""Point""}";48.86657273439777, 2.361968315057228
2017-1404;2017;Série TV;POTOMAC mulot floquet Mare et champ de mars;Dan Sackheim;FROGGIE PRODUCTION;place georges mulot, 75015 paris;75015;2017-06-25;2017-06-25;2.30996607;48.84698001;"{""coordinates"": [2.3099660729815525, 48.84698000789973], ""type"": ""Point""}";48.84698000789973, 2.3099660729815525
2017-1417;2017;Série TV;ALICE NEVERS;STEPHAN KOPECKY;ego productions;17 boulevard saint-jacques, 75014 paris;75014;2017-02-06;2017-02-06;2.33950433;48.83189469;"{""coordinates"": [2.3395043339781476, 48.831894691981844], ""type"": ""Point""}";48.831894691981844, 2.3395043339781476
2017-1602;2017;Série TV;SPEAKERINE;Laurent TUEL;MACONDO PRODUCTIONS;5 rue de la manutention, 75116 paris;75116;2017-08-23;2017-08-23;2.29592417;48.86394576;"{""coordinates"": [2.29592417105176, 48.863945760974715], ""type"": ""Point""}";48.863945760974715, 2.29592417105176
2017-24;2017;Long métrage;UN CADEAU DU CIEL;Alain Chabat;legendaire;rue béranger, 75003 paris;75003;2017-03-16;2017-03-17;2.36405452;48.86551689;"{""coordinates"": [2.364054522257068, 48.86551688469757], ""type"": ""Point""}";48.86551688469757, 2.364054522257068
2017-32;2017;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;2 rue rouget de l'isle, 75001 paris;75001;2017-02-22;2017-02-22;2.32627352;48.86593098;"{""coordinates"": [2.3262735189713197, 48.86593097865012], ""type"": ""Point""}";48.86593097865012, 2.3262735189713197
2017-998;2017;Série TV;New Horizon;M. CHOY CHING SHING CLEMENT;Comme une image;22 rue jean rey, 75015 paris;75015;2017-11-23;2017-11-23;2.29236549;48.85537102;"{""coordinates"": [2.2923654909543347, 48.85537102012337], ""type"": ""Point""}";48.85537102012337, 2.2923654909543347
2017-1020;2017;Long métrage;TERRITOIRES;DAVID OELHOFFEN;ONE WORLD FILMS;13 boulevard de courcelles, 75008 paris;75008;2017-11-28;2017-11-28;2.31555457;48.8810376;"{""coordinates"": [2.3155545716636667, 48.88103759923548], ""type"": ""Point""}";48.88103759923548, 2.3155545716636667
2018-740;2018;Long métrage;CHANSON DOUCE;LUCIE BORLETEAU;WHY NOT PRODUCTIONS;23 rue jean-pierre timbaud, 75011 paris;75011;2018-06-25;2018-06-26;2.36837911;48.86540504;"{""coordinates"": [2.3683791075040657, 48.865405037044475], ""type"": ""Point""}";48.865405037044475, 2.3683791075040657
2017-1274;2017;Série Web;BARBER TRUCK;PIERRE ANDRE LHOMME;WONDERCORP;18 quai de la seine, 75019 paris;75019;2017-06-18;2017-06-18;2.37201722;48.88533954;"{""coordinates"": [2.3720172194577493, 48.885339539100364], ""type"": ""Point""}";48.885339539100364, 2.3720172194577493
2017-59;2017;Long métrage;Star 80 - La Suite;Frédéric Auburtin - Thomas Langmann;LA PETITE REINE;13 rue henner, 75009 paris;75009;2017-03-02;2017-03-03;2.33311018;48.88065456;"{""coordinates"": [2.333110184324953, 48.88065456344886], ""type"": ""Point""}";48.88065456344886, 2.333110184324953
2017-64;2017;Série TV;MUNCH;Nicolas Guicheteau;EXILENE FILMS;rue irénée blanc, 75020 paris;75020;2017-03-09;2017-03-09;2.40761997;48.8655822;"{""coordinates"": [2.4076199744352147, 48.86558219508507], ""type"": ""Point""}";48.86558219508507, 2.4076199744352147
2017-306;2017;Série Web;Ramadan à Paris;Pape Amadou SY;Culture Univers;rue myrha, 75018 paris;75018;2017-04-22;2017-04-22;2.3507368;48.88670625;"{""coordinates"": [2.3507368018543886, 48.886706245165904], ""type"": ""Point""}";48.886706245165904, 2.3507368018543886
2017-721;2017;Long métrage;AU BOUT DES DOIGTS;LUDOVIC BERNARD;RECIFILMS;quai de jemmapes, 75010 paris;75010;2017-10-19;2017-10-19;2.36463505;48.87597364;"{""coordinates"": [2.3646350537874703, 48.87597363622085], ""type"": ""Point""}";48.87597363622085, 2.3646350537874703
2019-229;2019;Long métrage;UN VOYAGE EN HIVER;Claus DREXLER;MANEKI FILMS;92 rue saint-denis, 75001 paris;75001;2019-03-09;2019-03-09;2.34970704;48.86277218;"{""coordinates"": [2.3497070377596736, 48.862772177223256], ""type"": ""Point""}";48.862772177223256, 2.3497070377596736
2019-230;2019;Long métrage;LISA REDLER;Nicole GARCIA;LES FILMS PELLEAS;90 avenue de saint-ouen, 75018 paris;75018;2019-02-25;2019-02-26;2.32771708;48.89331648;"{""coordinates"": [2.3277170799836675, 48.893316483021415], ""type"": ""Point""}";48.893316483021415, 2.3277170799836675
2019-546;2019;Série TV;ENGRENAGES SAISON 8;Jean-Philippe Amar;SON ET LUMIERE;9 rue de chartres, 75018 paris;75018;2019-06-03;2019-06-03;2.3544731;48.88448094;"{""coordinates"": [2.3544731045674006, 48.88448094362966], ""type"": ""Point""}";48.88448094362966, 2.3544731045674006
2019-547;2019;Série TV;ENGRENAGES SAISON 8;Jean-Philippe Amar;SON ET LUMIERE;61 rue des poissonniers, 75018 paris;75018;2019-06-03;2019-06-03;2.35138326;48.89024431;"{""coordinates"": [2.35138326403886, 48.890244304082024], ""type"": ""Point""}";48.890244304082024, 2.35138326403886
2019-1517;2019;Série TV;Emily in Paris;Darren Star;NW2020;place de l'estrapade, 75005 paris;75005;2019-11-07;2019-11-09;2.34507568;48.84516844;"{""coordinates"": [2.34507568384122, 48.84516843702974], ""type"": ""Point""}";48.84516843702974, 2.34507568384122
2018-885;2018;Long métrage;It Must Be Heaven;Elia Suleiman;Rectangle Productions;rue du vertbois, 75003 paris;75003;2018-07-31;2018-08-01;2.35827048;48.86696771;"{""coordinates"": [2.3582704831532744, 48.866967705272884], ""type"": ""Point""}";48.866967705272884, 2.3582704831532744
2018-891;2018;Série TV;Osmosis;Julius Berg;CAPA SERIES;55 quai de valmy, 75010 paris;75010;2018-07-30;2018-07-30;2.36551697;48.87046879;"{""coordinates"": [2.3655169720031863, 48.870468789996245], ""type"": ""Point""}";48.870468789996245, 2.3655169720031863
2018-916;2018;Long métrage;It Must Be Heaven;Elia Suleiman;Rectangle Productions;39 rue des vinaigriers, 75010 paris;75010;2018-08-05;2018-08-05;2.36163993;48.87311011;"{""coordinates"": [2.361639926379116, 48.87311010813785], ""type"": ""Point""}";48.87311010813785, 2.361639926379116
2016-2669;2016;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;AVENUE  SECRETAN/RUE BASTE/E.PAILLERON;75019;2016-04-05;2016-04-05;2.374347;48.880876;"{""coordinates"": [2.374346999823688, 48.88087600037038], ""type"": ""Point""}";48.88087600037038, 2.374346999823688
2020-1079;2020;Long métrage;Vous n'aurez pas ma haine;Kilian Riedhof;HAUT ET COURT;2 rue du général blaise, 75011 paris;75011;2020-12-16;2020-12-16;2.37907252;48.86108519;"{""coordinates"": [2.3790725170531806, 48.86108519335692], ""type"": ""Point""}";48.86108519335692, 2.3790725170531806
2019-211;2019;Série TV;Le Bazar de la Charité;Alexandre Laurent;quad fantastico télévisons Le bazar de la Charité;35 boulevard de courcelles, 75008 paris;75008;2019-03-19;2019-03-19;2.31123909;48.88051652;"{""coordinates"": [2.311239089679555, 48.88051651542833], ""type"": ""Point""}";48.88051651542833, 2.311239089679555
2019-212;2019;Long métrage;L ile Flottante;Daniel COHEN;CINEFRANCE STUDIOS;51 rue de bagnolet, 75020 paris;75020;2019-02-28;2019-02-28;2.39791933;48.85709901;"{""coordinates"": [2.397919329519465, 48.85709900999066], ""type"": ""Point""}";48.85709900999066, 2.397919329519465
2019-216;2019;Long métrage;Musique de Chambre;Christophe Honoré;LES FILMS PELLEAS;rue delambre, 75014 paris;75014;2019-03-15;2019-03-16;2.32722073;48.84158565;"{""coordinates"": [2.3272207325613454, 48.841585645087214], ""type"": ""Point""}";48.841585645087214, 2.3272207325613454
2019-564;2019;Long métrage;VILLA CAPRICE;BERNARD STORA;JPG FILMS;63 quai branly, 75007 paris;75007;2019-06-04;2019-06-05;2.2955745;48.86036433;"{""coordinates"": [2.295574495798687, 48.86036432657526], ""type"": ""Point""}";48.86036432657526, 2.295574495798687
2019-1571;2019;Série TV;Alice NEVERS;julien ZIDI;EGO PRoductions;chemin du pavillon d'armenonville, 75116 paris;75116;2019-11-22;2019-11-23;2.27505905;48.87565873;"{""coordinates"": [2.275059052898232, 48.875658726585065], ""type"": ""Point""}";48.875658726585065, 2.275059052898232
2016-2587;2016;Long métrage;AMANT DOUBLE;FRANCOIS OZON;MANDARIN FILMS;277  RUE  DE CHARENTON;75012;2016-11-14;2016-11-16;2.39314;48.835044;"{""coordinates"": [2.3931399997857277, 48.835043999793065], ""type"": ""Point""}";48.835043999793065, 2.3931399997857277
2016-2610;2016;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;TERRE PLEIN  ANGLE AV ST MAURICE ET AV DAUMESNIL;75012;2016-09-15;2016-09-15;2.419124;48.828341;"{""coordinates"": [2.419123999745884, 48.828341000359735], ""type"": ""Point""}";48.828341000359735, 2.419123999745884
2018-1555;2018;Long métrage;PLACE DES VICTOIRES;Yoann Guillouzouic;WHITE PANAMA FILMS;35 rue jouffroy d'abbans, 75017 paris;75017;2018-12-15;2018-12-15;2.30890474;48.8856501;"{""coordinates"": [2.3089047365830653, 48.88565010303882], ""type"": ""Point""}";48.88565010303882, 2.3089047365830653
2018-1556;2018;Téléfilm;BIGGIE LA FAIM DE VIVRE;Murielle Magellan;BARJAC Production;1 rue de la manutention, 75116 paris;75116;2018-12-14;2018-12-14;2.29607471;48.86363823;"{""coordinates"": [2.2960747131569663, 48.86363823215258], ""type"": ""Point""}";48.86363823215258, 2.2960747131569663
2019-476;2019;Série TV;ENGRENAGES SAISON 8;Jean-Philippe Amar;SON ET LUMIERE;3 rue de douai, 75009 paris;75009;2019-05-27;2019-05-28;2.33579152;48.88126652;"{""coordinates"": [2.3357915171047416, 48.88126651873207], ""type"": ""Point""}";48.88126651873207, 2.3357915171047416
2019-497;2019;Série TV;BALTHAZAR;TOMER SISLEY;BEAUBOURG STORIES;rue des mâconnais, 75012 paris;75012;2019-05-20;2019-05-21;2.38895109;48.8328555;"{""coordinates"": [2.388951092752947, 48.83285549878571], ""type"": ""Point""}";48.83285549878571, 2.388951092752947
2019-500;2019;Série Web;6D PRODUCTION;ANGE RAYNAUD;6D PRODUCTION;avenue de gravelle, 75012 paris;75012;2019-05-14;2019-05-14;2.45040076;48.81860465;"{""coordinates"": [2.450400762622632, 48.818604647287515], ""type"": ""Point""}";48.818604647287515, 2.450400762622632
2019-1470;2019;Série TV;Emily in Paris;Darren Star;NW2020;131 boulevard exelmans, 75016 paris;75016;2019-10-30;2019-10-30;2.25892517;48.84733423;"{""coordinates"": [2.25892517008571, 48.847334229556516], ""type"": ""Point""}";48.847334229556516, 2.25892517008571
2018-846;2018;Long métrage;LA REVANCHE DES CREVETTES PAILLETÉES;CEDRIC LE GALLO et MAXIME GOVARE;LES IMPRODUCTIBLES;93 quai d'orsay, 75007 paris;75007;2018-07-23;2018-07-23;2.30240008;48.86217176;"{""coordinates"": [2.3024000761894228, 48.86217176177435], ""type"": ""Point""}";48.86217176177435, 2.3024000761894228
2018-866;2018;Série TV;ENGRENAGES SAISON 7;Jean-Philippe Amar;SON ET LUMIERE;2 quai de l'archevêché, 75004 paris;75004;2018-08-02;2018-08-02;2.35178114;48.8522559;"{""coordinates"": [2.3517811388789784, 48.85225590271159], ""type"": ""Point""}";48.85225590271159, 2.3517811388789784
2019-1587;2019;Long métrage;J'IRAI MOURIR DANS LES CARPATES;ANTOINE DE MAXIMY;ROUGE INTERNATIONAL;10 rue la vacquerie, 75011 paris;75011;2019-12-04;2019-12-05;2.3851671;48.85809612;"{""coordinates"": [2.3851670968643117, 48.85809611756941], ""type"": ""Point""}";48.85809611756941, 2.3851670968643117
2018-933;2018;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;74 rue botzaris, 75019 paris;75019;2018-08-20;2018-08-20;2.38848809;48.8794493;"{""coordinates"": [2.3884880863310425, 48.87944929848426], ""type"": ""Point""}";48.87944929848426, 2.3884880863310425
2018-1286;2018;Long métrage;Remember me;Martin Rosete;F COMME FILM;1 place charles dullin, 75018 paris;75018;2018-11-05;2018-11-07;2.34247348;48.88337997;"{""coordinates"": [2.3424734760864694, 48.8833799681319], ""type"": ""Point""}";48.8833799681319, 2.3424734760864694
2016-626;2016;Long métrage;CARBONE;OLIVIER MARCHAL;LES FILMS MANUEL MUNZ;AVENUE  DU PRESIDENT WILSON;75016;2016-12-02;2016-12-02;2.29457;48.864614;"{""coordinates"": [2.294570000235056, 48.864614000274074], ""type"": ""Point""}";48.864614000274074, 2.294570000235056
2016-627;2016;Long métrage;COEXISTER;FABRICE EBOUE;EUROPA CORP;36  RUE  DE PONTHIEU;75008;2016-12-09;2016-12-09;2.308095;48.871222;"{""coordinates"": [2.308094999922467, 48.87122199992303], ""type"": ""Point""}";48.87122199992303, 2.308094999922467
2016-632;2016;Long métrage;MADAME;AMANDA STHERS;LGM FILMS;16  RUE  DE LA FAISANDERIE (MUSEE CONTREFACON);75016;2016-08-15;2016-08-15;2.276762;48.87016;"{""coordinates"": [2.2767620002099904, 48.870160000123356], ""type"": ""Point""}";48.870160000123356, 2.2767620002099904
2016-671;2016;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;2  RUE  VIVIENNE;75002;2016-08-29;2016-08-29;2.33884;48.866495;"{""coordinates"": [2.3388399997845886, 48.86649499983248], ""type"": ""Point""}";48.86649499983248, 2.3388399997845886
2016-444;2016;Long métrage;AU REVOIR LA HAUT;ALBERT DUPONTEL;ADCB FILMS;25  AVENUE  DES CHAMPS ELYSEES/HOTEL PAIVA;75008;2016-03-19;2016-03-19;2.307714;48.869386;"{""coordinates"": [2.307714000635416, 48.86938599966628], ""type"": ""Point""}";48.86938599966628, 2.307714000635416
2016-456;2016;Long métrage;MARVIN;ANNE FONTAINE;CINE @;12  RUE  DE SINGER;75016;2016-08-27;2016-08-27;2.278729;48.855613;"{""coordinates"": [2.2787290006150824, 48.85561300026416], ""type"": ""Point""}";48.85561300026416, 2.2787290006150824
2016-481;2016;Long métrage;LE RIRE DE MA MERE;COLOMBE SAVIGNAC;LOMA NASHA PRODUCTION;RUE  DES ARTISTES ET ESCALIERS;75014;2016-07-05;2016-07-05;2.334666;48.826354;"{""coordinates"": [2.3346659999561226, 48.82635400007943], ""type"": ""Point""}";48.82635400007943, 2.3346659999561226
2016-486;2016;Long métrage;LES CARNIVORES;JEREMIE RENIER;CHI FOU MI PRODUCTIONS;AVENUE  DE FRANCE;75013;2016-08-08;2016-08-08;2.376812;48.830712;"{""coordinates"": [2.3768119994629577, 48.830711999994], ""type"": ""Point""}";48.830711999994, 2.3768119994629577
2016-495;2016;Long métrage;GC5;GUILLAUME CANET;LES PRODUCTIONS DU TRESOR;34  RUE  DE LA MONTAGNE SAINTE GENEVIEVE;75005;2016-02-19;2016-02-19;2.348461;48.848024;"{""coordinates"": [2.3484609995811687, 48.84802400007241], ""type"": ""Point""}";48.84802400007241, 2.3484609995811687
2016-1992;2016;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;BOULEVARD  DE STRASBOURG;75010;2016-10-19;2016-10-19;2.355912;48.872684;"{""coordinates"": [2.35591199936767, 48.87268400010292], ""type"": ""Point""}";48.87268400010292, 2.35591199936767
2016-2001;2016;Série TV;JOSEPHINE ANGE GARDIEN/EPISODE 81;DENIS THYBAUD;DEMD PRODUCTIONS;8 BIS  RUE  SEDAIN E;75011;2016-06-06;2016-06-06;2.371411;48.855589;"{""coordinates"": [2.3714109995845845, 48.855589000008614], ""type"": ""Point""}";48.855589000008614, 2.3714109995845845
2016-2021;2016;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;52  RUE  DES DAMES;75017;2016-08-24;2016-08-25;2.321506;48.883883;"{""coordinates"": [2.3215060001141015, 48.88388299958487], ""type"": ""Point""}";48.88388299958487, 2.3215060001141015
2016-2044;2016;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;RUE  DE LA MAIN D'OR;75011;2016-05-19;2016-05-19;2.378303;48.851645;"{""coordinates"": [2.3783029999566945, 48.8516450004001], ""type"": ""Point""}";48.8516450004001, 2.3783029999566945
2016-2057;2016;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;284  RUE  SAINT HONORE;75008;2016-04-12;2016-04-12;2.324131;48.868172;"{""coordinates"": [2.324131000500094, 48.86817199996629], ""type"": ""Point""}";48.86817199996629, 2.324131000500094
2016-2070;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;QUAI  DE L'HOTEL DE VILLE;75004;2016-02-26;2016-02-26;2.354243;48.854811;"{""coordinates"": [2.354242999731427, 48.85481099977614], ""type"": ""Point""}";48.85481099977614, 2.354242999731427
2016-2071;2016;Long métrage;KANTOR;JAN HRYNIAK;BLINK FILMS;RUE  DU PETIT MUSC/R DE LA CERISAIE (ANGLE);75004;2016-03-15;2016-03-15;2.365872;48.85194;"{""coordinates"": [2.365871999502166, 48.85193999979017], ""type"": ""Point""}";48.85193999979017, 2.365871999502166
2020-622;2020;Long métrage;LA VIE DEVANT SOI;Nessim CHIKHAOUI;ALBERTINE PRODUCTIONS / LA VIE DEVANT SOI;place jacques rueff, 75007 paris;75007;2020-10-09;2020-10-09;2.297606;48.85570324;"{""coordinates"": [2.2976059986644755, 48.8557032352894], ""type"": ""Point""}";48.8557032352894, 2.2976059986644755
2020-629;2020;Série TV;Nona et ses Filles;Valérie Donzelli;Gaumont TV c/o Gaumont Prod TV;42 rue léon, 75018 paris;75018;2020-10-16;2020-10-16;2.35359869;48.88955393;"{""coordinates"": [2.3535986867990673, 48.88955392999453], ""type"": ""Point""}";48.88955392999453, 2.3535986867990673
2020-652;2020;Long métrage;c'est quoi ce papy;Gabriel Julien Laferrière;BONNE PIOCHE CINEMA;place du président mithouard, 75007 paris;75007;2020-10-14;2020-10-14;2.31240258;48.85045564;"{""coordinates"": [2.3124025780023962, 48.85045564197077], ""type"": ""Point""}";48.85045564197077, 2.3124025780023962
2020-658;2020;Série Web;VIRTUE;FABIEN DUFILS;FULLTIMESTUDIO;18 rue cépré, 75015 paris;75015;2020-10-17;2020-10-18;2.30364219;48.84690866;"{""coordinates"": [2.303642186053103, 48.84690866023172], ""type"": ""Point""}";48.84690866023172, 2.303642186053103
2020-676;2020;Téléfilm;FRIENDZONE;Charles Van Tieghem;TELFRANCE ET CIE;24 cour des petites ecuries, 75010 paris;75010;2020-10-20;2020-10-21;2.35149145;48.8723549;"{""coordinates"": [2.3514914460616394, 48.87235490040517], ""type"": ""Point""}";48.87235490040517, 2.3514914460616394
2019-87;2019;Série TV;ALICE NEVERS E110-111;SIMON ASTIER;EGO PRODUCTIONS;quai des orfèvres, 75001 paris;75001;2019-01-23;2019-01-23;2.34326304;48.85510453;"{""coordinates"": [2.3432630419377345, 48.85510452788805], ""type"": ""Point""}";48.85510452788805, 2.3432630419377345
2019-111;2019;Long métrage;Passion Simple;Danielle Arbid;LES FILMS PELLEAS;22 rue dauphine, 75006 paris;75006;2019-02-19;2019-02-20;2.33954425;48.85514119;"{""coordinates"": [2.339544249026413, 48.85514118664905], ""type"": ""Point""}";48.85514118664905, 2.339544249026413
2019-118;2019;Long métrage;L'ÉTREINTE;Ludovic Bergery;Moby Dick Films;6 rue scribe, 75009 paris;75009;2019-01-22;2019-01-22;2.33057583;48.87139556;"{""coordinates"": [2.3305758288590854, 48.87139556303407], ""type"": ""Point""}";48.87139556303407, 2.3305758288590854
2016-521;2016;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;RUE  PAUL GERVAIS;75013;2016-04-16;2016-04-16;2.347141;48.831241;"{""coordinates"": [2.3471409999640764, 48.83124100018036], ""type"": ""Point""}";48.83124100018036, 2.3471409999640764
2016-593;2016;Long métrage;CA C'EST LA FAMILLE;TEDDY LUSSI MODESTE;KAZAK PRODUCTIONS;64  RUE  MONCEAU;75008;2016-08-17;2016-08-17;2.313015;48.878738;"{""coordinates"": [2.3130150005481993, 48.87873799986374], ""type"": ""Point""}";48.87873799986374, 2.3130150005481993
2016-2111;2016;Long métrage;CA C'EST LA FAMILLE;TEDDY LUSSI MODESTE;KAZAK PRODUCTIONS;120  BOULEVARD  DE ROCHECHOUART;75018;2016-09-01;2016-09-02;2.340149;48.8823;"{""coordinates"": [2.340149000538914, 48.88230000034119], ""type"": ""Point""}";48.88230000034119, 2.340149000538914
2016-2133;2016;Série TV;JUSTE UN REGARD;LUDOVIC COLBEAU;VAB;2  RUE  DE TURGOT;75009;2016-11-25;2016-11-25;2.345636;48.879892;"{""coordinates"": [2.3456359995397613, 48.879892000324546], ""type"": ""Point""}";48.879892000324546, 2.3456359995397613
